nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude
Satoe Boemi Ciseeng Camping Ground,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.1,30,https://www.google.com/maps/place/Satoe+Boemi+Ciseeng+Camping+Ground/data=!4m7!3m6!1s0x2e69e7004ff30d43:0xcf2d3f49b0fccc84!8m2!3d-6.4301737!4d106.6669162!16s%2Fg%2F11zjj5t3dd!19sChIJQw3zTwDnaS4RhMz8sEk_Lc8?authuser=0&hl=id&rclk=1,-6.4301737,106.6669162
Taman Edukasi Perikanan Minapark,Budaya,Wisata Budaya & Edukasi,Ciseeng,Kabupaten Bogor,5,6,https://www.google.com/maps/place/Taman+Edukasi+Perikanan+Minapark/data=!4m7!3m6!1s0x2e69e7a72fe0a1f9:0x81967aea73bbf5db!8m2!3d-6.4442385!4d106.6905854!16s%2Fg%2F11fk2gbk1k!19sChIJ-aHgL6fnaS4R2_W7c-p6loE?authuser=0&hl=id&rclk=1,-6.4442385,106.6905854
Kolam Pemandian Air Panas Gn Panjang,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,3.5,198,https://www.google.com/maps/place/Kolam+Pemandian+Air+Panas+Gn+Panjang/data=!4m7!3m6!1s0x2e69e78e1175d723:0xddb1cca80806dab2!8m2!3d-6.4298429!4d106.6950027!16s%2Fg%2F11h4zf_fyj!19sChIJI9d1EY7naS4RstoGCKjMsd0?authuser=0&hl=id&rclk=1,-6.4298429,106.6950027
Taman Berkah Kita,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,5,34,https://www.google.com/maps/place/Taman+Berkah+Kita/data=!4m7!3m6!1s0x2e69dd8a8e5f1511:0x5cd31e647ecb1294!8m2!3d-6.4844234!4d106.6805604!16s%2Fg%2F11tfk81vm7!19sChIJERVfjordaS4RlBLLfmQe01w?authuser=0&hl=id&rclk=1,-6.4844234,106.6805604
Pantai Buatan,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.3,62,https://www.google.com/maps/place/Pantai+Buatan/data=!4m7!3m6!1s0x2e69e7aff670f64d:0xc5b54fc9021092f6!8m2!3d-6.421476!4d106.6908935!16s%2Fg%2F11pzjqnd4_!19sChIJTfZw9q_naS4R9pIQAslPtcU?authuser=0&hl=id&rclk=1,-6.421476,106.6908935
Tirta Kencana Siliwangi Reborn,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.8,17,https://www.google.com/maps/place/Tirta+Kencana+Siliwangi+Reborn/data=!4m7!3m6!1s0x2e69dde19ac172db:0x410bf70086820e0b!8m2!3d-6.4796415!4d106.693601!16s%2Fg%2F11wxcf1yjc!19sChIJ23LBmuHdaS4RCw6ChgD3C0E?authuser=0&hl=id&rclk=1,-6.4796415,106.693601
"Setu Lebak Wangi, Desa Wisata Pamegarsari",Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.4,838,"https://www.google.com/maps/place/Setu+Lebak+Wangi,+Desa+Wisata+Pamegarsari/data=!4m7!3m6!1s0x2e69e87a9f6c9b89:0xa063d2a9e34e2ac9!8m2!3d-6.4370595!4d106.7317174!16s%2Fg%2F11ddwzl5mq!19sChIJiZtsn3roaS4RySpO46nSY6A?authuser=0&hl=id&rclk=1",-6.4370595,106.7317174
WISATA KELUARGA MEGA ALAM,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,5,1,https://www.google.com/maps/place/WISATA+KELUARGA+MEGA+ALAM/data=!4m7!3m6!1s0x2e69c9fdac17ed23:0xe852ee86841b6d2!8m2!3d-6.4421607!4d106.6716213!16s%2Fg%2F11lmhg001b!19sChIJI-0XrP3JaS4R0rZBaOguhQ4?authuser=0&hl=id&rclk=1,-6.4421607,106.6716213
Kampung Wisata Edukasi Bisnis Haula,Budaya,Wisata Budaya & Edukasi,Ciseeng,Kabupaten Bogor,5,8,https://www.google.com/maps/place/Kampung+Wisata+Edukasi+Bisnis+Haula/data=!4m7!3m6!1s0x2e69e7366961c439:0xbcaf6e14188187de!8m2!3d-6.4667207!4d106.6994115!16s%2Fg%2F11w8ng9rvc!19sChIJOcRhaTbnaS4R3oeBGBRur7w?authuser=0&hl=id&rclk=1,-6.4667207,106.6994115
Lembah Cisadane Outbound,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.9,19,https://www.google.com/maps/place/Lembah+Cisadane+Outbound/data=!4m7!3m6!1s0x2e69dd999bfc0cad:0xf5437ca898425163!8m2!3d-6.4706409!4d106.663371!16s%2Fg%2F11rwphz92x!19sChIJrQz8m5ndaS4RY1FCmKh8Q_U?authuser=0&hl=id&rclk=1,-6.4706409,106.663371
Pemandian belerang air panas ciseeng tirta sanita,Umum,Lainnya,Ciseeng,Kabupaten Bogor,3.7,151,https://www.google.com/maps/place/Pemandian+belerang+air+panas+ciseeng+tirta+sanita/data=!4m7!3m6!1s0x2e69e776bf22eb35:0x6bdaa17bba9d2e69!8m2!3d-6.4310753!4d106.6952705!16s%2Fg%2F11hyh0vnl9!19sChIJNesiv3bnaS4RaS6dunuh2ms?authuser=0&hl=id&rclk=1,-6.4310753,106.6952705
Spot mancing,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.8,6,https://www.google.com/maps/place/Spot+mancing/data=!4m7!3m6!1s0x2e69e709b99944f3:0x3de0ec8ad2ab5891!8m2!3d-6.4668661!4d106.6623082!16s%2Fg%2F11t9_f15w9!19sChIJ80SZuQnnaS4RkVir0ors4D0?authuser=0&hl=id&rclk=1,-6.4668661,106.6623082
BATOO Campsite Area,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.9,60,https://www.google.com/maps/place/BATOO+Campsite+Area/data=!4m7!3m6!1s0x2e69ddc0e39d9241:0x602553a6595fe960!8m2!3d-6.4942233!4d106.6805897!16s%2Fg%2F11vlcw0lw9!19sChIJQZKd48DdaS4RYOlfWaZTJWA?authuser=0&hl=id&rclk=1,-6.4942233,106.6805897
The Saltu,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.5,13,https://www.google.com/maps/place/The+Saltu/data=!4m7!3m6!1s0x2e69e7003cb50c6f:0xf8df9754ab20e366!8m2!3d-6.433004!4d106.6945393!16s%2Fg%2F11y76q30vx!19sChIJbwy1PADnaS4RZuMgq1SX3_g?authuser=0&hl=id&rclk=1,-6.433004,106.6945393
TAMAN ANGGREK CISEENG,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,,,https://www.google.com/maps/place/TAMAN+ANGGREK+CISEENG/data=!4m7!3m6!1s0x2e69e7f021a60339:0xce1e3a649cf9f7d3!8m2!3d-6.4405313!4d106.6647501!16s%2Fg%2F11q7dttmxz!19sChIJOQOmIfDnaS4R0_f5nGQ6Hs4?authuser=0&hl=id&rclk=1,-6.4405313,106.6647501
INAGRO,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.5,1406,https://www.google.com/maps/place/INAGRO/data=!4m7!3m6!1s0x2e69dd0e6339f40d:0x8ba05934f5645580!8m2!3d-6.4940225!4d106.6853531!16s%2Fg%2F11cs19d4ns!19sChIJDfQ5Yw7daS4RgFVk9TRZoIs?authuser=0&hl=id&rclk=1,-6.4940225,106.6853531
BP El Insan Farm,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.9,8,https://www.google.com/maps/place/BP+El+Insan+Farm/data=!4m7!3m6!1s0x2e69e71c7599716f:0x3e3fc9bd84c9c0bc!8m2!3d-6.463817!4d106.694195!16s%2Fg%2F11sckslq9p!19sChIJb3GZdRznaS4RvMDJhL3JPz4?authuser=0&hl=id&rclk=1,-6.463817,106.694195
Sapadia outbound,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.4,342,https://www.google.com/maps/place/Sapadia+outbound/data=!4m7!3m6!1s0x2e69e944e82850d1:0xbbcde6b2d1467cb6!8m2!3d-6.4383315!4d106.733833!16s%2Fg%2F11nnpjttbw!19sChIJ0VAo6ETpaS4RtnxG0bLmzbs?authuser=0&hl=id&rclk=1,-6.4383315,106.733833
Batoo Farm Adventure,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.9,1721,https://www.google.com/maps/place/Batoo+Farm+Adventure/data=!4m7!3m6!1s0x2e69ddfc4ff7a2b9:0x5cefd6194f9cccd1!8m2!3d-6.4946727!4d106.6803461!16s%2Fg%2F11l68tzwy9!19sChIJuaL3T_zdaS4R0cycTxnW71w?authuser=0&hl=id&rclk=1,-6.4946727,106.6803461
Outbound Telaga Pelangi Payang,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.3,1365,https://www.google.com/maps/place/Outbound+Telaga+Pelangi+Payang/data=!4m7!3m6!1s0x2e69e3f324bc9483:0x63e290878d634100!8m2!3d-6.3768459!4d106.6161709!16s%2Fg%2F11g0g9kcx2!19sChIJg5S8JPPjaS4RAEFjjYeQ4mM?authuser=0&hl=id&rclk=1,-6.3768459,106.6161709
SITU COGREG,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.1,95,https://www.google.com/maps/place/SITU+COGREG/data=!4m7!3m6!1s0x2e69e6491d5bf723:0x24ee135d50ed7a0a!8m2!3d-6.4186004!4d106.6961235!16s%2Fg%2F11ddwgj1q5!19sChIJI_dbHUnmaS4RCnrtUF0T7iQ?authuser=0&hl=id&rclk=1,-6.4186004,106.6961235
Setu Iwul,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.1,190,https://www.google.com/maps/place/Setu+Iwul/data=!4m7!3m6!1s0x2e69e7f1adf69905:0x281c309796ef4922!8m2!3d-6.4585821!4d106.7084201!16s%2Fg%2F11g6pw7bcs!19sChIJBZn2rfHnaS4RIknvlpcwHCg?authuser=0&hl=id&rclk=1,-6.4585821,106.7084201
Curug,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4,4,https://www.google.com/maps/place/Curug/data=!4m7!3m6!1s0x2e69e72b5c5ba5bd:0x88495698f006a369!8m2!3d-6.4657157!4d106.6674484!16s%2Fg%2F11ssp37j_z!19sChIJvaVbXCvnaS4RaaMG8JhWSYg?authuser=0&hl=id&rclk=1,-6.4657157,106.6674484
Kampung Wisata Djampang,Budaya,Wisata Budaya & Edukasi,Ciseeng,Kabupaten Bogor,4.4,169,https://www.google.com/maps/place/Kampung+Wisata+Djampang/data=!4m7!3m6!1s0x2e69c2ac45b3138b:0xf0d3c72d44a724d3!8m2!3d-6.4732414!4d106.7288187!16s%2Fg%2F11g9drvzzx!19sChIJixOzRazCaS4R0ySnRC3H0_A?authuser=0&hl=id&rclk=1,-6.4732414,106.7288187
Cogreg Parung,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.6,31,https://www.google.com/maps/place/Cogreg+Parung/data=!4m7!3m6!1s0x2e69e7e376374dbb:0x8bbb974973920eca!8m2!3d-6.4217259!4d106.691845!16s%2Fg%2F11t303kd95!19sChIJu003duPnaS4Ryg6Sc0mXu4s?authuser=0&hl=id&rclk=1,-6.4217259,106.691845
Bedugu Rod,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.5,194,https://www.google.com/maps/place/Bedugu+Rod/data=!4m7!3m6!1s0x2e69ddaf0d6fb74b:0xeedbf3933c90f5e6!8m2!3d-6.5017934!4d106.7156041!16s%2Fg%2F11h3_d_9yc!19sChIJS7dvDa_daS4R5vWQPJPz2-4?authuser=0&hl=id&rclk=1,-6.5017934,106.7156041
Deplot Bimmas Pioner,Umum,Lainnya,Ciseeng,Kabupaten Bogor,3.9,38,https://www.google.com/maps/place/Deplot+Bimmas+Pioner/data=!4m7!3m6!1s0x2e69e7a6b05e52ad:0x560d3f720437d6eb!8m2!3d-6.441604!4d106.6812783!16s%2Fg%2F11bysjsd29!19sChIJrVJesKbnaS4R69Y3BHI_DVY?authuser=0&hl=id&rclk=1,-6.441604,106.6812783
LOVE FARM,Rekreasi,Wisata Rekreasi,Citeureup,Kabupaten Bogor,5,11,https://www.google.com/maps/place/LOVE+FARM/data=!4m7!3m6!1s0x2e69c1ed06bc58bf:0xed374c7160ccdf25!8m2!3d-6.513886!4d106.8756612!16s%2Fg%2F11t8cc55p5!19sChIJv1i8Bu3BaS4RJd_MYHFMN-0?authuser=0&hl=id&rclk=1,-6.513886,106.8756612
Wisata Alam Hambalang,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,5,7,https://www.google.com/maps/place/Wisata+Alam+Hambalang/data=!4m7!3m6!1s0x2e69c7f193492069:0xb66db03778854f46!8m2!3d-6.5389677!4d106.8924524!16s%2Fg%2F11vhcmf5gq!19sChIJaSBJk_HHaS4RRk-FeDewbbY?authuser=0&hl=id&rclk=1,-6.5389677,106.8924524
Tempat Foto,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.6,21,https://www.google.com/maps/place/Tempat+Foto/data=!4m7!3m6!1s0x2e69c14f13cbbf57:0x5198fe6cef96bb3a!8m2!3d-6.4987262!4d106.903422!16s%2Fg%2F11nry4x9j8!19sChIJV7_LE0_BaS4ROruW72z-mFE?authuser=0&hl=id&rclk=1,-6.4987262,106.903422
Tugu Geber Baru (Stones Factory),Umum,Lainnya,Citeureup,Kabupaten Bogor,4.3,230,https://www.google.com/maps/place/Tugu+Geber+Baru+%28Stones+Factory%29/data=!4m7!3m6!1s0x2e69c043c93a1665:0x546ab63ed8dc79fa!8m2!3d-6.4875901!4d106.8852051!16s%2Fg%2F11clybd38s!19sChIJZRY6yUPAaS4R-nnc2D62alQ?authuser=0&hl=id&rclk=1,-6.4875901,106.8852051
Kapling Wisata Kebun De Guns (CIHALENA-Ciherang Alam Gardena),Alam,Wisata Alam,Citeureup,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Kapling+Wisata+Kebun+De+Guns+%28CIHALENA-Ciherang+Alam+Gardena%29/data=!4m7!3m6!1s0x2e69b946b19b715b:0xd004beea8241d6be!8m2!3d-6.5499785!4d106.9656911!16s%2Fg%2F11n88jh815!19sChIJW3GbsUa5aS4RvtZBguq-BNA?authuser=0&hl=id&rclk=1,-6.5499785,106.9656911
Wijaya fishing,Rekreasi,Wisata Rekreasi,Citeureup,Kabupaten Bogor,4.7,23,https://www.google.com/maps/place/Wijaya+fishing/data=!4m7!3m6!1s0x2e69c1c334c46591:0xe688a2e6dfd334af!8m2!3d-6.4891167!4d106.9073483!16s%2Fg%2F11j9frppty!19sChIJkWXENMPBaS4RrzTT3-aiiOY?authuser=0&hl=id&rclk=1,-6.4891167,106.9073483
Telaga Hijau Indocement,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.5,32,https://www.google.com/maps/place/Telaga+Hijau+Indocement/data=!4m7!3m6!1s0x2e69c0a768143563:0x4131983c5b5ee701!8m2!3d-6.528087!4d106.9114331!16s%2Fg%2F11df0ryxyb!19sChIJYzUUaKfAaS4RAedeWzyYMUE?authuser=0&hl=id&rclk=1,-6.528087,106.9114331
TAMAN PESONA INDAH,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.4,8,https://www.google.com/maps/place/TAMAN+PESONA+INDAH/data=!4m7!3m6!1s0x2e69c1949bb15675:0xe39a3025a30fdc15!8m2!3d-6.4705956!4d106.8807775!16s%2Fg%2F11hkbj6hh5!19sChIJdVaxm5TBaS4RFdwPoyUwmuM?authuser=0&hl=id&rclk=1,-6.4705956,106.8807775
LEUPARK,Umum,Lainnya,Citeureup,Kabupaten Bogor,,,https://www.google.com/maps/place/LEUPARK/data=!4m7!3m6!1s0x2e69c126f8585b97:0x2a65f501f555bc24!8m2!3d-6.4966009!4d106.8854268!16s%2Fg%2F11krcdy32j!19sChIJl1tY-CbBaS4RJLxV9QH1ZSo?authuser=0&hl=id&rclk=1,-6.4966009,106.8854268
Taman Canti Dharma,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.8,24,https://www.google.com/maps/place/Taman+Canti+Dharma/data=!4m7!3m6!1s0x2e69c1168736cbb7:0x877c28d3981736f0!8m2!3d-6.523277!4d106.8763478!16s%2Fg%2F11fl3ydr6g!19sChIJt8s2hxbBaS4R8DYXmNMofIc?authuser=0&hl=id&rclk=1,-6.523277,106.8763478
Bukit Merah Putih,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.3,10,https://www.google.com/maps/place/Bukit+Merah+Putih/data=!4m7!3m6!1s0x2e69c11560689f63:0x4ae34b541444a364!8m2!3d-6.5350408!4d106.8772561!16s%2Fg%2F11s8422vkl!19sChIJY59oYBXBaS4RZKNEFFRL40o?authuser=0&hl=id&rclk=1,-6.5350408,106.8772561
Wisata De Hamb,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.7,3,https://www.google.com/maps/place/Wisata+De+Hamb/data=!4m7!3m6!1s0x2e69c15d78e3f8cd:0xcd54cfd7024c7bd!8m2!3d-6.5415831!4d106.8884235!16s%2Fg%2F11pb1_3w5f!19sChIJzfjjeF3BaS4RvcckcP1M1Qw?authuser=0&hl=id&rclk=1,-6.5415831,106.8884235
Pemancingan telaga biru kp unduk,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.3,6,https://www.google.com/maps/place/Pemancingan+telaga+biru+kp+unduk/data=!4m7!3m6!1s0x2e69c10fe5137171:0x503dbcd373748e2f!8m2!3d-6.4964286!4d106.8934992!16s%2Fg%2F11nx66bn63!19sChIJcXET5Q_BaS4RL450c9O8PVA?authuser=0&hl=id&rclk=1,-6.4964286,106.8934992
Wisata AGRO VILABUKIT HAMBALANG,Rekreasi,Wisata Rekreasi,Citeureup,Kabupaten Bogor,4.2,93,https://www.google.com/maps/place/Wisata+AGRO+VILABUKIT+HAMBALANG/data=!4m7!3m6!1s0x2e69c0b437903235:0xe54a528ef4307498!8m2!3d-6.5389187!4d106.8923009!16s%2Fg%2F11c6zxsqgq!19sChIJNTKQN7TAaS4RmHQw9I5SSuU?authuser=0&hl=id&rclk=1,-6.5389187,106.8923009
Puncak Hambalang,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.8,12,https://www.google.com/maps/place/Puncak+Hambalang/data=!4m7!3m6!1s0x2e69c788da9aa525:0xb86b3fedd1a0303e!8m2!3d-6.542683!4d106.8928464!16s%2Fg%2F11jslxy4ff!19sChIJJaWa2ojHaS4RPjCg0e0_a7g?authuser=0&hl=id&rclk=1,-6.542683,106.8928464
Agrowisata Hambalang,Rekreasi,Wisata Rekreasi,Citeureup,Kabupaten Bogor,4.3,66,https://www.google.com/maps/place/Agrowisata+Hambalang/data=!4m7!3m6!1s0x2e69c0b43f0cb8d7:0xae62743559d7a2dd!8m2!3d-6.5404539!4d106.891368!16s%2Fg%2F11f06l3dr9!19sChIJ17gMP7TAaS4R3aLXWTV0Yq4?authuser=0&hl=id&rclk=1,-6.5404539,106.891368
SANINDO JABODETABEK,Umum,Lainnya,Citeureup,Kabupaten Bogor,5,11,https://www.google.com/maps/place/SANINDO+JABODETABEK/data=!4m7!3m6!1s0x2e69c1b659f6f253:0xa9f3c85286c13c99!8m2!3d-6.4901309!4d106.8803416!16s%2Fg%2F11g0klz5v_!19sChIJU_L2WbbBaS4RmTzBhlLI86k?authuser=0&hl=id&rclk=1,-6.4901309,106.8803416
Bumi Perkemahan Desa Tajur Citeureup,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.9,7,https://www.google.com/maps/place/Bumi+Perkemahan+Desa+Tajur+Citeureup/data=!4m7!3m6!1s0x2e69c060925e2b1d:0x4aea31d6a6a591dd!8m2!3d-6.498527!4d106.889923!16s%2Fg%2F11f01p3yvq!19sChIJHStekmDAaS4R3ZGlptYx6ko?authuser=0&hl=id&rclk=1,-6.498527,106.889923
Bukit Cinta Bogor,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.3,602,https://www.google.com/maps/place/Bukit+Cinta+Bogor/data=!4m7!3m6!1s0x2e69b8e4bc12e9ab:0x195127c48ee3864!8m2!3d-6.5705191!4d106.952548!16s%2Fg%2F11fxvcbbr8!19sChIJq-kSvOS4aS4RZDjuSHwSlQE?authuser=0&hl=id&rclk=1,-6.5705191,106.952548
Tanah Pekapuran Tajur (Citeureup - Jonggol),Umum,Lainnya,Citeureup,Kabupaten Bogor,4,49,https://www.google.com/maps/place/Tanah+Pekapuran+Tajur+%28Citeureup+-+Jonggol%29/data=!4m7!3m6!1s0x2e69bf5cd0f57e67:0x720b113db2878573!8m2!3d-6.5242413!4d106.9234202!16s%2Fg%2F11clsdncbk!19sChIJZ3710Fy_aS4Rc4WHsj0RC3I?authuser=0&hl=id&rclk=1,-6.5242413,106.9234202
Makam Syarif Hidayat.,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.3,82,https://www.google.com/maps/place/Makam+Syarif+Hidayat./data=!4m7!3m6!1s0x2e69c0e5202555db:0x6a6ff699dded769a!8m2!3d-6.513866!4d106.8740287!16s%2Fg%2F11c3pcr821!19sChIJ21UlIOXAaS4Rmnbt3Zn2b2o?authuser=0&hl=id&rclk=1,-6.513866,106.8740287
Pine Riverside Sentul,Umum,Lainnya,Citeureup,Kabupaten Bogor,5,6,https://www.google.com/maps/place/Pine+Riverside+Sentul/data=!4m7!3m6!1s0x2e69c7005991dc1b:0xe03461f9483532e2!8m2!3d-6.5717223!4d106.9120561!16s%2Fg%2F11vpz8ny_k!19sChIJG9yRWQDHaS4R4jI1SPlhNOA?authuser=0&hl=id&rclk=1,-6.5717223,106.9120561
PMC. IKAN MAS PITA WARNA,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.8,4,https://www.google.com/maps/place/PMC.+IKAN+MAS+PITA+WARNA/data=!4m7!3m6!1s0x2e69c147015f5665:0x6bdba0d380d08ff3!8m2!3d-6.4770968!4d106.880459!16s%2Fg%2F11kpmvvxw5!19sChIJZVZfAUfBaS4R84_QgNOg22s?authuser=0&hl=id&rclk=1,-6.4770968,106.880459
Tower TPI PMPP,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.7,95,https://www.google.com/maps/place/Tower+TPI+PMPP/data=!4m7!3m6!1s0x2e69c0ceda79523f:0x8b27eed34eee9ffa!8m2!3d-6.5359102!4d106.8819844!16s%2Fg%2F11bw4v5z6_!19sChIJP1J52s7AaS4R-p_uTtPuJ4s?authuser=0&hl=id&rclk=1,-6.5359102,106.8819844
Kebun Housing Indocement,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4,42,https://www.google.com/maps/place/Kebun+Housing+Indocement/data=!4m7!3m6!1s0x2e69c039419a5fa7:0x4d23016b49935488!8m2!3d-6.4774655!4d106.8814121!16s%2Fg%2F11c37ncht_!19sChIJp1-aQTnAaS4RiFSTSWsBI00?authuser=0&hl=id&rclk=1,-6.4774655,106.8814121
Empang (tempat mancing),Rekreasi,Wisata Rekreasi,Citeureup,Kabupaten Bogor,,,https://www.google.com/maps/place/Empang+%28tempat+mancing%29/data=!4m7!3m6!1s0x2e69c18faf4a7c89:0x3ed8144ea5c8e91f!8m2!3d-6.4972988!4d106.8636237!16s%2Fg%2F11tmz8ryjs!19sChIJiXxKr4_BaS4RH-nIpU4U2D4?authuser=0&hl=id&rclk=1,-6.4972988,106.8636237
Garden camp hambalang,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.5,74,https://www.google.com/maps/place/Garden+camp+hambalang/data=!4m7!3m6!1s0x2e69c16d5c707e77:0xa0fda577eb2ef1ce!8m2!3d-6.5514622!4d106.8876562!16s%2Fg%2F11sr5vyxb8!19sChIJd35wXG3BaS4RzvEu63el_aA?authuser=0&hl=id&rclk=1,-6.5514622,106.8876562
Camping Hambalang Sentul,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.5,47,https://www.google.com/maps/place/Camping+Hambalang+Sentul/data=!4m7!3m6!1s0x2e69c0b4587ba4e1:0xf20e405304da781d!8m2!3d-6.5383764!4d106.8926137!16s%2Fg%2F11g7z0fz6l!19sChIJ4aR7WLTAaS4RHXjaBFNADvI?authuser=0&hl=id&rclk=1,-6.5383764,106.8926137
Vila Bapak,Umum,Lainnya,Citeureup,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Vila+Bapak/data=!4m7!3m6!1s0x2e69c1aec0391c41:0xaf73c79e079897e8!8m2!3d-6.5404629!4d106.8883074!16s%2Fg%2F11pvc9gbkn!19sChIJQRw5wK7BaS4R6JeYB57Hc68?authuser=0&hl=id&rclk=1,-6.5404629,106.8883074
TAMAN,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,,,https://www.google.com/maps/place/TAMAN/data=!4m7!3m6!1s0x2e69c1cfdf6d0947:0x47267848ea0c52e9!8m2!3d-6.4998618!4d106.8941889!16s%2Fg%2F11rpzh88w_!19sChIJRwlt38_BaS4R6VIM6kh4Jkc?authuser=0&hl=id&rclk=1,-6.4998618,106.8941889
Tempat gojek,Umum,Lainnya,Citeureup,Kabupaten Bogor,,,https://www.google.com/maps/place/Tempat+gojek/data=!4m7!3m6!1s0x2e69c1006b85f645:0xab3f94da93175848!8m2!3d-6.5378088!4d106.8604343!16s%2Fg%2F11y7kthn47!19sChIJRfaFawDBaS4RSFgXk9qUP6s?authuser=0&hl=id&rclk=1,-6.5378088,106.8604343
Cikarae Cave,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.7,37,https://www.google.com/maps/place/Cikarae+Cave/data=!4m7!3m6!1s0x2e69bf53f98de453:0x65c2afa29982dc63!8m2!3d-6.5152381!4d106.9218867!16s%2Fg%2F11fmpy7kvt!19sChIJU-SN-VO_aS4RY9yCmaKvwmU?authuser=0&hl=id&rclk=1,-6.5152381,106.9218867
Eurih Bike Park,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.7,16,https://www.google.com/maps/place/Eurih+Bike+Park/data=!4m7!3m6!1s0x2e69c19ad930e09b:0x39d98f7524a91b5e!8m2!3d-6.5219685!4d106.9111306!16s%2Fg%2F11r739jvdr!19sChIJm-Aw2ZrBaS4RXhupJHWP2Tk?authuser=0&hl=id&rclk=1,-6.5219685,106.9111306
Danau LSI IPB,Alam,Wisata Alam,Dramaga,Kabupaten Bogor,4.5,66,https://www.google.com/maps/place/Danau+LSI+IPB/data=!4m7!3m6!1s0x2e69c4b287d91f49:0x5fe64e6ff642884e!8m2!3d-6.5593873!4d106.7262913!16s%2Fg%2F11c0px50z2!19sChIJSR_Zh7LEaS4RTohC9m9O5l8?authuser=0&hl=id&rclk=1,-6.5593873,106.7262913
Ekowisata Situ Gede,Alam,Wisata Alam,Dramaga,Kabupaten Bogor,4.6,154,https://www.google.com/maps/place/Ekowisata+Situ+Gede/data=!4m7!3m6!1s0x2e69c59d88a69ed5:0x19760dcbc17a1dec!8m2!3d-6.5517073!4d106.7457227!16s%2Fg%2F11fmz8rv7w!19sChIJ1Z6miJ3FaS4R7B16wcsNdhk?authuser=0&hl=id&rclk=1,-6.5517073,106.7457227
Taman Taman Dramaga Hijau,Alam,Wisata Alam,Dramaga,Kabupaten Bogor,4.5,11,https://www.google.com/maps/place/Taman+Taman+Dramaga+Hijau/data=!4m7!3m6!1s0x2e69c4b80cbaa287:0x1f4bcb96e38f05b1!8m2!3d-6.5683154!4d106.7366845!16s%2Fg%2F11f_dwx8l5!19sChIJh6K6DLjEaS4RsQWP45bLSx8?authuser=0&hl=id&rclk=1,-6.5683154,106.7366845
Berkah Rabbit Farm,Rekreasi,Wisata Rekreasi,Dramaga,Kabupaten Bogor,4.8,6,https://www.google.com/maps/place/Berkah+Rabbit+Farm/data=!4m7!3m6!1s0x2e69c5c707e742d5:0xd9ccf2327100187!8m2!3d-6.6230061!4d106.7237573!16s%2Fg%2F11qrv0rdpq!19sChIJ1ULnB8fFaS4RhwEQJyPPnA0?authuser=0&hl=id&rclk=1,-6.6230061,106.7237573
